ID,RA,Decl,I,V,P_1
OGLE-SMC-CEP-3730,01:05:22.47,-72:02:09.4,15.937000000000001,16.558,2.4035606
OGLE-SMC-CEP-3731,01:05:22.71,-73:00:56.7,16.136,16.835,2.820034
OGLE-SMC-CEP-3733,01:05:24.07,-71:37:20.4,16.355999999999998,16.921,1.9678167000000002
OGLE-SMC-CEP-3735,01:05:24.96,-72:14:51.2,15.168,15.889000000000001,4.2133582
OGLE-SMC-CEP-3736,01:05:25.21,-71:30:23.0,16.980999999999998,17.462,1.2092749
OGLE-SMC-CEP-3739,01:05:26.61,-73:08:13.2,16.293,16.887999999999998,1.8792053
OGLE-SMC-CEP-3742,01:05:27.99,-72:40:38.6,17.09,17.724,1.3982471
OGLE-SMC-CEP-3743,01:05:28.26,-73:37:38.6,15.306,16.064,4.7002681
OGLE-SMC-CEP-3746,01:05:30.54,-72:23:56.4,15.498,16.14,3.1979679
OGLE-SMC-CEP-3747,01:05:32.71,-71:34:30.1,15.206,16.052,5.053607700000001
OGLE-SMC-CEP-3748,01:05:34.01,-72:42:28.7,15.765999999999998,16.419,2.7870597000000004
OGLE-SMC-CEP-3749,01:05:34.06,-72:09:53.1,16.605,17.201,1.6567741999999999
OGLE-SMC-CEP-3750,01:05:34.80,-72:07:22.2,15.592,16.282,3.5044564
OGLE-SMC-CEP-3751,01:05:35.40,-72:46:12.9,16.748,17.426,1.6117583
OGLE-SMC-CEP-3753,01:05:37.84,-71:50:36.0,15.972000000000001,16.555999999999997,2.3462896
OGLE-SMC-CEP-3755,01:05:39.13,-73:40:07.7,14.228,14.885,7.3300977
OGLE-SMC-CEP-3756,01:05:39.42,-71:29:13.9,16.905,17.489,1.3222918
OGLE-SMC-CEP-3757,01:05:39.74,-73:09:32.1,16.848,17.409000000000002,1.3911129999999998
OGLE-SMC-CEP-3758,01:05:41.01,-73:23:09.0,17.279,17.954,1.1525193
OGLE-SMC-CEP-3759,01:05:41.12,-73:15:37.2,15.540999999999999,16.305999999999997,4.232151999999999
OGLE-SMC-CEP-3763,01:05:43.12,-73:03:05.1,15.407,16.14,3.4919252999999997
OGLE-SMC-CEP-3764,01:05:43.17,-72:11:16.1,15.652999999999999,16.277,2.8840619
OGLE-SMC-CEP-3765,01:05:43.99,-73:03:21.2,16.945999999999998,17.625999999999998,1.591205
OGLE-SMC-CEP-3766,01:05:44.79,-72:53:48.5,16.011,16.768,2.9303662999999998
OGLE-SMC-CEP-3768,01:05:45.85,-73:23:59.3,15.842,16.43,2.545087
OGLE-SMC-CEP-3769,01:05:45.93,-71:32:10.5,16.99,17.567999999999998,1.3484511000000001
OGLE-SMC-CEP-3770,01:05:46.10,-71:42:45.4,16.459,17.206,1.7363616000000002
OGLE-SMC-CEP-3771,01:05:46.53,-73:16:27.4,16.811,17.456,1.3736073
OGLE-SMC-CEP-3777,01:05:49.79,-72:23:52.6,16.635,17.224,1.2587747
OGLE-SMC-CEP-3780,01:05:50.36,-71:22:49.7,16.209,-99.99,2.2993443
OGLE-SMC-CEP-3782,01:05:51.02,-73:07:12.0,17.067999999999998,17.74,1.4675476
OGLE-SMC-CEP-3783,01:05:51.65,-72:53:33.6,15.306,16.105999999999998,5.0126849
OGLE-SMC-CEP-3785,01:05:53.51,-72:50:41.2,14.100999999999999,15.026,14.240719699999998
OGLE-SMC-CEP-3786,01:05:54.06,-73:26:02.1,16.936,17.659000000000002,1.5605528
OGLE-SMC-CEP-3788,01:05:55.81,-72:26:23.1,14.805,15.485,4.9676479
OGLE-SMC-CEP-3790,01:05:56.09,-71:55:28.5,16.793,17.41,1.5433088
OGLE-SMC-CEP-3791,01:05:56.25,-72:47:56.1,16.921,17.599,1.4005136999999999
OGLE-SMC-CEP-3792,01:05:56.29,-71:21:20.4,15.819,16.492,2.874113
OGLE-SMC-CEP-3794,01:05:57.61,-73:35:05.1,14.704,15.429,6.5611429
OGLE-SMC-CEP-3797,01:06:00.04,-73:34:39.5,16.480999999999998,17.032,1.8424081
OGLE-SMC-CEP-3798,01:06:00.66,-72:26:54.3,16.733,17.219,1.6421854999999999
OGLE-SMC-CEP-3799,01:06:00.79,-71:41:38.0,15.742,16.305999999999997,2.8577361
OGLE-SMC-CEP-3801,01:06:02.41,-72:35:13.0,16.255,16.92,1.8987482
OGLE-SMC-CEP-3803,01:06:04.09,-71:30:49.9,16.084,16.761,2.6161501
OGLE-SMC-CEP-3804,01:06:04.18,-73:18:50.5,16.64,17.271,1.718811
OGLE-SMC-CEP-3806,01:06:05.06,-72:52:58.4,17.475,18.116,1.0968468999999998
OGLE-SMC-CEP-3809,01:06:07.25,-71:44:39.5,15.887,16.434,2.2037033
OGLE-SMC-CEP-3810,01:06:08.24,-73:44:32.3,15.73,16.363,2.8490237
OGLE-SMC-CEP-3811,01:06:08.37,-73:10:52.7,16.607,17.382,2.2089299
OGLE-SMC-CEP-3813,01:06:08.58,-71:42:05.9,17.448,18.014,1.0811553
OGLE-SMC-CEP-3815,01:06:08.90,-72:30:52.6,16.586,17.180999999999997,1.5070892
OGLE-SMC-CEP-3818,01:06:12.25,-73:52:15.6,16.23,16.695999999999998,1.6046892
OGLE-SMC-CEP-3820,01:06:13.96,-73:09:00.8,15.169,15.866,5.1447398
OGLE-SMC-CEP-3823,01:06:15.11,-73:29:50.9,16.768,17.434,1.2852453000000001
OGLE-SMC-CEP-3826,01:06:17.22,-73:10:00.3,16.738,17.322,1.3388301
OGLE-SMC-CEP-3829,01:06:17.99,-71:53:29.8,13.927,14.729000000000001,11.4093451
OGLE-SMC-CEP-3831,01:06:18.80,-74:06:46.2,14.895,15.509,5.0487446
OGLE-SMC-CEP-3834,01:06:20.40,-73:38:42.8,17.152,17.784000000000002,1.2615178999999999
OGLE-SMC-CEP-3836,01:06:21.67,-73:26:42.2,16.505,-99.99,2.3233595
OGLE-SMC-CEP-3837,01:06:22.72,-72:31:55.5,17.022000000000002,17.913,1.5017889
OGLE-SMC-CEP-3838,01:06:23.16,-73:41:15.3,16.445,16.998,1.611788
OGLE-SMC-CEP-3846,01:06:28.36,-72:54:10.6,17.158,-99.99,1.3518126
OGLE-SMC-CEP-3848,01:06:29.47,-73:31:35.8,17.614,18.262999999999998,0.9864927
OGLE-SMC-CEP-3849,01:06:30.01,-72:01:14.8,16.904,17.46,1.3088768999999998
OGLE-SMC-CEP-3850,01:06:30.67,-73:15:56.0,17.14,17.884,1.1119940000000001
OGLE-SMC-CEP-3851,01:06:31.06,-72:39:46.8,14.815999999999999,15.624,7.3915505999999995
OGLE-SMC-CEP-3852,01:06:31.62,-73:00:54.4,16.87,-99.99,1.7560764
OGLE-SMC-CEP-3853,01:06:32.48,-71:55:16.2,16.635,17.136,1.4585184
OGLE-SMC-CEP-3854,01:06:33.23,-72:12:10.4,16.355999999999998,16.964000000000002,1.6295036
OGLE-SMC-CEP-3855,01:06:33.68,-72:09:16.8,16.044,16.679000000000002,2.4892061
OGLE-SMC-CEP-3857,01:06:34.95,-72:57:02.1,16.788,17.418,1.5266443
OGLE-SMC-CEP-3859,01:06:35.24,-72:58:46.9,16.018,16.689,2.2616388
OGLE-SMC-CEP-3860,01:06:36.48,-72:06:39.0,16.788,17.338,1.3495708999999998
OGLE-SMC-CEP-3861,01:06:37.38,-72:04:04.2,16.875999999999998,17.437,1.2986148000000002
OGLE-SMC-CEP-3862,01:06:38.96,-73:11:59.0,15.359000000000002,16.105999999999998,4.7078987
OGLE-SMC-CEP-3864,01:06:40.44,-73:22:31.9,17.185,17.829,1.2639041000000002
OGLE-SMC-CEP-3869,01:06:45.16,-73:04:07.3,16.233,16.910999999999998,2.5909237999999997
OGLE-SMC-CEP-3870,01:06:45.63,-73:21:03.5,16.796,17.452,1.6705961999999999
OGLE-SMC-CEP-3871,01:06:45.68,-73:16:23.4,13.525,14.255999999999998,15.9576089
OGLE-SMC-CEP-3872,01:06:46.54,-72:17:17.1,15.638,16.236,2.9825142000000002
OGLE-SMC-CEP-3873,01:06:47.00,-73:29:19.6,16.685,17.198,1.3649704
OGLE-SMC-CEP-3874,01:06:47.31,-71:36:56.2,16.886,17.299,1.1231488
OGLE-SMC-CEP-3875,01:06:47.97,-73:12:27.3,16.788,17.339000000000002,1.4350758999999997
OGLE-SMC-CEP-3876,01:06:48.20,-73:25:44.9,16.980999999999998,17.62,1.4426528
OGLE-SMC-CEP-3877,01:06:49.00,-71:29:22.8,16.684,17.289,1.5575456
OGLE-SMC-CEP-3878,01:06:49.39,-73:27:38.7,16.598,17.340999999999998,1.9774512
OGLE-SMC-CEP-3879,01:06:49.66,-72:29:30.4,15.262,15.892999999999999,4.3426911
OGLE-SMC-CEP-3880,01:06:49.88,-72:29:54.3,16.172,16.83,2.0554832
OGLE-SMC-CEP-3881,01:06:51.52,-73:18:45.1,16.555999999999997,17.112000000000002,1.4437505
OGLE-SMC-CEP-3884,01:06:53.17,-72:35:04.7,15.568,16.245,3.0993699
OGLE-SMC-CEP-3885,01:06:53.34,-71:37:05.6,15.673,16.410999999999998,3.3730962
OGLE-SMC-CEP-3887,01:06:56.34,-72:18:04.9,14.802999999999999,15.45,5.2483674
OGLE-SMC-CEP-3888,01:06:56.56,-74:07:32.4,16.712,17.131,1.1825499
OGLE-SMC-CEP-3889,01:06:58.72,-73:51:25.2,17.04,17.636,1.1891722
OGLE-SMC-CEP-3890,01:06:58.99,-73:02:10.7,15.440999999999999,16.2,4.7425533
OGLE-SMC-CEP-3891,01:06:59.15,-71:41:06.6,15.761,16.48,3.1614841
OGLE-SMC-CEP-3892,01:06:59.37,-72:13:58.7,16.19,16.76,1.9794154
OGLE-SMC-CEP-3894,01:07:00.08,-73:38:18.3,16.51,17.064,1.4018110000000001
OGLE-SMC-CEP-3895,01:07:00.38,-71:34:22.9,15.724,16.437,2.8472076
OGLE-SMC-CEP-3896,01:07:00.46,-72:03:53.1,16.584,17.096,1.3452567
OGLE-SMC-CEP-3897,01:07:00.92,-74:06:07.2,17.055,17.578,1.1428912
OGLE-SMC-CEP-3900,01:07:02.46,-71:53:27.0,15.558,16.253,3.3993577000000004
OGLE-SMC-CEP-3902,01:07:03.31,-72:59:06.8,15.472999999999999,16.155,3.9081829
OGLE-SMC-CEP-3907,01:07:04.75,-72:13:19.8,16.430999999999997,17.025,1.3992969
OGLE-SMC-CEP-3909,01:07:05.06,-72:31:10.6,16.732,17.465999999999998,1.8302154999999998
OGLE-SMC-CEP-3910,01:07:05.54,-71:36:24.3,16.652,17.102,1.5435216
OGLE-SMC-CEP-3911,01:07:05.54,-72:38:01.8,15.532,16.128,2.9369912
OGLE-SMC-CEP-3914,01:07:07.73,-71:48:24.9,16.633,17.215,1.6052339
OGLE-SMC-CEP-3915,01:07:09.96,-71:24:24.6,15.697000000000001,16.366,3.5449309
OGLE-SMC-CEP-3919,01:07:11.63,-74:11:32.5,16.352,16.974,2.0042649
OGLE-SMC-CEP-3921,01:07:14.41,-71:55:10.8,15.924000000000001,16.573,2.5576908
OGLE-SMC-CEP-3922,01:07:15.36,-73:37:25.8,16.243,16.879,2.0103458
OGLE-SMC-CEP-3923,01:07:15.61,-73:22:38.6,16.672,17.317999999999998,1.6072698
OGLE-SMC-CEP-3924,01:07:15.67,-71:42:51.7,15.747,16.449,3.0932587000000002
OGLE-SMC-CEP-3925,01:07:16.43,-72:26:12.6,15.252,15.923,3.8024809999999998
OGLE-SMC-CEP-3926,01:07:17.19,-71:57:01.4,16.544,17.198,1.606264
OGLE-SMC-CEP-3927,01:07:17.56,-73:13:26.2,12.806,13.798,32.9570408
OGLE-SMC-CEP-3928,01:07:18.21,-73:22:32.3,16.254,16.844,1.9328267
OGLE-SMC-CEP-3929,01:07:18.40,-73:20:44.6,15.594000000000001,16.158,2.5771238999999997
OGLE-SMC-CEP-3931,01:07:19.67,-71:57:29.0,15.748,16.42,2.8008442000000002
OGLE-SMC-CEP-3932,01:07:19.83,-72:35:43.3,15.722999999999999,16.483,3.5158948
OGLE-SMC-CEP-3933,01:07:20.85,-73:12:43.3,15.682,16.383,3.6887652
OGLE-SMC-CEP-3934,01:07:21.48,-71:45:45.7,14.485,15.224,7.1646284
OGLE-SMC-CEP-3935,01:07:21.58,-72:38:58.8,15.06,15.887,6.587714699999999
OGLE-SMC-CEP-3936,01:07:21.66,-71:47:03.6,15.714,16.381,3.2198341
OGLE-SMC-CEP-3937,01:07:22.47,-74:01:22.6,16.492,17.086,1.6622775
OGLE-SMC-CEP-3938,01:07:23.64,-72:13:32.4,16.090999999999998,16.598,2.4591208
OGLE-SMC-CEP-3939,01:07:23.69,-73:05:25.2,15.872,16.524,2.7945255
OGLE-SMC-CEP-3940,01:07:24.19,-72:29:38.7,14.751,15.395,5.9112464000000005
OGLE-SMC-CEP-3941,01:07:24.21,-72:42:41.9,15.775,16.386,2.6133778999999997
OGLE-SMC-CEP-3942,01:07:24.67,-71:46:32.7,16.304000000000002,16.882,1.9090002000000001
OGLE-SMC-CEP-3943,01:07:24.74,-72:31:20.7,14.743,15.463,6.1115725
OGLE-SMC-CEP-3945,01:07:25.39,-73:02:28.5,17.461,18.1,1.2227133999999997
OGLE-SMC-CEP-3947,01:07:27.44,-73:06:46.4,16.147000000000002,16.674,1.933923
OGLE-SMC-CEP-3948,01:07:27.73,-73:22:23.0,16.927,17.570999999999998,1.2845348
OGLE-SMC-CEP-3950,01:07:28.44,-73:10:12.4,15.925,16.61,2.7288307
OGLE-SMC-CEP-3952,01:07:29.98,-73:11:51.2,16.734,17.285,1.2521048000000001
OGLE-SMC-CEP-3958,01:07:32.89,-71:44:45.0,15.725999999999999,16.389,2.8599455000000003
OGLE-SMC-CEP-3959,01:07:33.96,-72:43:19.3,13.151,13.822000000000001,24.2288326
OGLE-SMC-CEP-3960,01:07:34.04,-73:07:15.0,17.168,17.817999999999998,1.1753494
OGLE-SMC-CEP-3961,01:07:34.69,-72:53:02.0,16.965,17.609,1.2715033000000002
OGLE-SMC-CEP-3962,01:07:34.71,-71:54:39.0,15.374,16.041,3.6850945
OGLE-SMC-CEP-3963,01:07:35.38,-72:43:44.2,16.065,16.659000000000002,2.6180896000000002
OGLE-SMC-CEP-3965,01:07:36.13,-72:46:43.0,16.633,17.19,1.6556898000000002
OGLE-SMC-CEP-3966,01:07:36.13,-73:41:33.7,17.005,17.643,1.2214428
OGLE-SMC-CEP-3968,01:07:37.68,-72:48:08.3,16.421,16.977999999999998,1.942778
OGLE-SMC-CEP-3969,01:07:38.54,-72:40:35.6,17.442,18.108,1.2108719
OGLE-SMC-CEP-3970,01:07:39.64,-73:34:02.7,17.092,17.641,1.1188206
OGLE-SMC-CEP-3974,01:07:43.85,-73:30:38.9,15.639000000000001,16.252,3.1561366
OGLE-SMC-CEP-3975,01:07:44.03,-72:19:22.1,15.982000000000001,16.489,2.3089172000000002
OGLE-SMC-CEP-3976,01:07:44.28,-71:47:26.4,13.982999999999999,14.805,11.1661092
OGLE-SMC-CEP-3978,01:07:45.47,-73:44:30.5,13.783,14.512,11.9831215
OGLE-SMC-CEP-3980,01:07:48.20,-73:26:24.0,16.451,16.998,1.8883627
OGLE-SMC-CEP-3985,01:07:51.09,-71:31:16.7,14.144,14.940999999999999,12.1552601
OGLE-SMC-CEP-3986,01:07:51.47,-72:57:27.5,16.792,17.473,1.6399441000000003
OGLE-SMC-CEP-3988,01:07:53.85,-71:50:17.8,16.953,17.575,1.3688456
OGLE-SMC-CEP-3990,01:07:56.14,-72:22:10.3,15.639000000000001,16.317999999999998,3.2005596
OGLE-SMC-CEP-3993,01:07:56.67,-72:20:29.7,15.475999999999999,16.086,3.074624
OGLE-SMC-CEP-3994,01:07:57.31,-72:16:53.6,13.732000000000001,14.382,10.1841685
OGLE-SMC-CEP-3995,01:07:57.30,-72:42:55.8,16.68,17.304000000000002,1.5332024
OGLE-SMC-CEP-3996,01:07:57.66,-73:18:32.0,16.465,16.944000000000003,1.8505448
OGLE-SMC-CEP-3997,01:07:57.76,-72:49:11.1,15.450999999999999,-99.99,3.2255846000000004
OGLE-SMC-CEP-3998,01:07:58.00,-71:54:55.3,15.435,16.064,3.435058
OGLE-SMC-CEP-4002,01:08:03.18,-73:19:11.0,16.834,17.555,1.7952701000000002
OGLE-SMC-CEP-4003,01:08:03.19,-72:48:56.8,15.344000000000001,-99.99,1.4036448000000001
OGLE-SMC-CEP-4004,01:08:05.27,-73:12:41.7,15.477,16.174,3.4539131000000003
OGLE-SMC-CEP-4007,01:08:06.76,-73:31:35.5,16.685,17.381,1.7700544999999999
OGLE-SMC-CEP-4009,01:08:07.30,-73:03:26.9,13.585,14.276,12.5762767
OGLE-SMC-CEP-4012,01:08:08.52,-72:23:17.2,16.257,16.932000000000002,1.8634206000000002
OGLE-SMC-CEP-4014,01:08:09.88,-72:25:48.9,15.11,15.865,5.461445200000001
OGLE-SMC-CEP-4015,01:08:11.10,-73:00:30.4,15.445,16.024,3.7888434999999996
OGLE-SMC-CEP-4016,01:08:11.14,-73:04:19.9,16.075,16.493,1.8631976000000003
OGLE-SMC-CEP-4017,01:08:11.60,-72:31:18.3,12.716,13.732000000000001,33.621480600000005
OGLE-SMC-CEP-4019,01:08:11.71,-73:39:52.7,17.083,17.708,1.2583531000000001
OGLE-SMC-CEP-4020,01:08:12.24,-72:32:22.7,15.97,16.602999999999998,2.9917951
OGLE-SMC-CEP-4021,01:08:12.89,-71:40:08.7,15.728,16.311,2.4989946
OGLE-SMC-CEP-4022,01:08:15.19,-72:30:11.4,13.027999999999999,14.052,30.0227452
OGLE-SMC-CEP-4023,01:08:15.70,-72:04:07.4,14.285,14.897,7.1814848
OGLE-SMC-CEP-4026,01:08:16.66,-73:24:03.8,15.466,16.026,2.8720501
OGLE-SMC-CEP-4029,01:08:17.80,-72:44:18.4,16.811,17.379,1.5673877
OGLE-SMC-CEP-4030,01:08:18.02,-73:50:33.6,15.892999999999999,16.609,2.710373
OGLE-SMC-CEP-4031,01:08:18.47,-72:40:35.6,15.409,15.987,3.0439074
OGLE-SMC-CEP-4033,01:08:21.16,-73:56:24.0,16.134,16.772000000000002,2.3150851
OGLE-SMC-CEP-4034,01:08:21.45,-73:12:27.0,16.705,17.314,1.3456259
OGLE-SMC-CEP-4037,01:08:25.48,-72:51:53.9,15.495,16.26,1.4240304
OGLE-SMC-CEP-4040,01:08:28.13,-71:37:44.6,15.533,16.254,3.7169548999999997
OGLE-SMC-CEP-4042,01:08:28.89,-71:24:55.3,13.862,14.673,14.5803158
OGLE-SMC-CEP-4048,01:08:34.76,-72:36:02.7,16.305,17.06,2.4496411
OGLE-SMC-CEP-4049,01:08:36.59,-72:34:50.2,15.717,16.395,2.8742789
OGLE-SMC-CEP-4050,01:08:37.28,-73:42:11.4,16.698,17.382,1.7361209999999998
OGLE-SMC-CEP-4052,01:08:40.10,-72:35:26.3,15.798,16.503,2.7776662
OGLE-SMC-CEP-4053,01:08:40.75,-73:13:03.4,16.839000000000002,-99.99,1.4154205
OGLE-SMC-CEP-4058,01:08:44.12,-72:41:33.1,15.625,16.371,3.7109443999999994
OGLE-SMC-CEP-4062,01:08:44.73,-72:53:40.8,16.279,16.934,1.8318522000000002
OGLE-SMC-CEP-4064,01:08:47.06,-74:09:25.5,16.986,17.629,1.23048
OGLE-SMC-CEP-4065,01:08:49.56,-72:25:17.2,15.527999999999999,16.112000000000002,3.0078148999999996
OGLE-SMC-CEP-4069,01:08:51.99,-72:07:20.4,16.596,17.115,1.3008746999999998
OGLE-SMC-CEP-4070,01:08:52.23,-71:27:49.6,15.555,16.262999999999998,3.5790415
OGLE-SMC-CEP-4071,01:08:53.33,-73:12:40.2,15.53,16.116,2.9608064
OGLE-SMC-CEP-4076,01:08:57.29,-72:03:37.2,15.209000000000001,15.821,3.8326248
OGLE-SMC-CEP-4077,01:08:57.31,-71:15:54.4,14.942,15.72,5.9383731
OGLE-SMC-CEP-4078,01:08:57.55,-73:28:02.8,16.272000000000002,16.989,3.5173623
OGLE-SMC-CEP-4079,01:08:57.67,-72:51:05.4,15.592,16.372,4.027511
OGLE-SMC-CEP-4082,01:08:59.98,-71:52:13.9,15.734000000000002,16.383,3.1639386000000003
OGLE-SMC-CEP-4083,01:09:00.05,-72:36:30.5,13.79,14.735,7.607228999999999
OGLE-SMC-CEP-4084,01:09:00.67,-71:28:04.7,15.717,16.347,3.0746677000000004
OGLE-SMC-CEP-4085,01:09:01.97,-71:58:45.5,14.745,15.55,7.124837400000001
OGLE-SMC-CEP-4086,01:09:03.27,-73:36:00.9,16.852,17.497,1.4289134
OGLE-SMC-CEP-4087,01:09:03.30,-72:06:57.8,16.317,17.011,2.1270601000000005
OGLE-SMC-CEP-4088,01:09:04.20,-73:18:25.8,17.112000000000002,17.754,1.2926057
OGLE-SMC-CEP-4089,01:09:04.54,-71:26:04.5,15.878,16.4,2.4114232
OGLE-SMC-CEP-4091,01:09:04.85,-72:20:15.0,14.466,15.255,9.1585273
OGLE-SMC-CEP-4094,01:09:07.52,-72:55:05.9,16.539,17.093,1.3958846
OGLE-SMC-CEP-4095,01:09:08.41,-73:19:09.9,15.949000000000002,16.666,3.1093251
OGLE-SMC-CEP-4098,01:09:10.26,-72:38:42.7,16.805999999999997,17.452,1.4650914
OGLE-SMC-CEP-4099,01:09:10.38,-73:25:30.5,16.868,17.544,1.5442268999999997
OGLE-SMC-CEP-4102,01:09:11.17,-72:41:47.1,17.089000000000002,17.744,1.2813700000000001
OGLE-SMC-CEP-4106,01:09:14.89,-73:16:49.7,16.668,17.295,1.7719197
OGLE-SMC-CEP-4108,01:09:17.22,-71:26:11.7,15.862,16.375,2.450532
OGLE-SMC-CEP-4111,01:09:18.14,-73:01:42.8,16.037,16.721,2.7787718
OGLE-SMC-CEP-4115,01:09:18.65,-71:37:12.4,16.917,17.552,1.3132972
OGLE-SMC-CEP-4116,01:09:19.87,-71:29:23.1,16.375,16.94,1.7851781999999998
OGLE-SMC-CEP-4117,01:09:20.10,-71:22:40.2,16.506,17.003,1.6364284
OGLE-SMC-CEP-4122,01:09:21.37,-72:19:18.5,17.273,17.872,1.06535
OGLE-SMC-CEP-4123,01:09:21.77,-71:47:59.3,16.735,17.206,1.3217854
OGLE-SMC-CEP-4124,01:09:22.47,-71:43:33.6,16.303,16.937,2.1523696
OGLE-SMC-CEP-4125,01:09:24.78,-72:33:31.9,15.963,16.621,2.2225273999999997
OGLE-SMC-CEP-4126,01:09:25.01,-71:18:10.9,14.901,15.654000000000002,6.0647198
OGLE-SMC-CEP-4127,01:09:25.39,-73:17:48.2,15.581,16.232,2.9821193999999998
OGLE-SMC-CEP-4129,01:09:28.36,-73:05:31.8,16.28,16.942999999999998,1.9459598000000002
OGLE-SMC-CEP-4130,01:09:28.60,-73:59:12.5,15.735999999999999,16.393,3.1816151
OGLE-SMC-CEP-4132,01:09:30.59,-72:12:30.3,15.812000000000001,-99.99,2.7126092
OGLE-SMC-CEP-4135,01:09:33.80,-73:09:00.3,15.238,15.887,3.7895479
OGLE-SMC-CEP-4136,01:09:35.23,-73:20:29.6,15.86,16.505,2.7124612
OGLE-SMC-CEP-4137,01:09:36.96,-72:57:41.7,15.606,16.345,3.825585
OGLE-SMC-CEP-4142,01:09:40.60,-73:03:50.9,16.583,17.226,1.7283518
OGLE-SMC-CEP-4143,01:09:40.75,-73:43:05.7,14.367,15.195,9.6370337
OGLE-SMC-CEP-4144,01:09:41.10,-71:44:19.6,16.548,17.142,1.7749876
OGLE-SMC-CEP-4145,01:09:41.29,-71:17:10.3,16.825,17.403,1.4206352
OGLE-SMC-CEP-4146,01:09:41.72,-71:20:04.2,15.786,16.469,2.959955
OGLE-SMC-CEP-4147,01:09:42.45,-72:17:36.2,15.831,16.452,2.5066292999999997
OGLE-SMC-CEP-4149,01:09:42.77,-71:49:29.8,16.012,16.647000000000002,2.6108087
OGLE-SMC-CEP-4150,01:09:44.75,-72:50:55.7,17.274,17.91,1.5005598999999998
OGLE-SMC-CEP-4152,01:09:45.92,-71:34:46.6,15.225,-99.99,4.7304697
OGLE-SMC-CEP-4153,01:09:46.77,-73:34:34.5,16.314,16.882,2.0604359
OGLE-SMC-CEP-4155,01:09:47.24,-73:01:27.5,16.567,17.128,1.3895488999999999
OGLE-SMC-CEP-4158,01:09:49.82,-71:48:33.2,17.011,-99.99,1.299862
OGLE-SMC-CEP-4159,01:09:50.57,-71:16:56.6,15.655,16.361,3.483886
OGLE-SMC-CEP-4164,01:09:53.44,-73:07:13.7,16.68,17.209,1.1986874
OGLE-SMC-CEP-4165,01:09:53.64,-73:11:34.1,16.507,17.233,2.0110203
OGLE-SMC-CEP-4166,01:09:54.94,-73:16:10.2,16.607,17.094,1.2789434
OGLE-SMC-CEP-4167,01:09:57.16,-71:25:59.3,15.12,15.696,4.4818913
OGLE-SMC-CEP-4168,01:09:57.30,-71:58:54.9,16.814,17.39,1.2874535
OGLE-SMC-CEP-4170,01:09:58.44,-73:41:46.8,16.68,17.28,1.5136348999999998
OGLE-SMC-CEP-4171,01:09:58.98,-72:43:40.7,16.271,16.831,1.9624979999999999
OGLE-SMC-CEP-4176,01:10:02.09,-72:41:37.3,16.861,17.529,1.5748693
OGLE-SMC-CEP-4177,01:10:02.16,-72:23:24.8,16.812,17.465,1.5310614
OGLE-SMC-CEP-4178,01:10:02.24,-71:59:42.2,15.399000000000001,16.03,3.6377083
OGLE-SMC-CEP-4179,01:10:02.82,-72:32:07.3,15.123,15.979000000000001,5.6622945
OGLE-SMC-CEP-4180,01:10:04.64,-74:02:48.8,16.637,-99.99,1.5241105
OGLE-SMC-CEP-4182,01:10:05.86,-72:05:28.2,15.790999999999999,16.289,2.2687346
OGLE-SMC-CEP-4184,01:10:06.05,-73:04:16.4,16.564,17.042,1.3259002
OGLE-SMC-CEP-4185,01:10:06.63,-73:39:04.9,14.307,15.103,8.8255442
OGLE-SMC-CEP-4191,01:10:11.25,-73:22:24.8,16.186,16.727,2.1601036
OGLE-SMC-CEP-4192,01:10:11.37,-73:10:36.6,14.370999999999999,15.17,8.985336300000002
OGLE-SMC-CEP-4193,01:10:12.62,-72:29:23.1,14.658,15.446,7.2724306
OGLE-SMC-CEP-4194,01:10:13.35,-71:20:03.7,14.686,15.388,6.4904008
OGLE-SMC-CEP-4198,01:10:15.00,-73:08:48.7,16.012,16.666,2.5798728
OGLE-SMC-CEP-4199,01:10:17.32,-73:11:03.7,16.323,16.948,1.8092598999999998
OGLE-SMC-CEP-4200,01:10:17.53,-72:38:54.0,16.55,17.182000000000002,1.4783496999999999
OGLE-SMC-CEP-4202,01:10:19.81,-73:13:04.8,16.505,17.11,1.5902883999999997
OGLE-SMC-CEP-4204,01:10:24.30,-72:34:30.1,15.79,16.483,2.9032429
OGLE-SMC-CEP-4206,01:10:26.62,-73:29:15.9,16.745,17.315,1.4636761999999999
OGLE-SMC-CEP-4208,01:10:27.91,-72:26:43.5,16.249000000000002,16.893,1.9697403000000002
OGLE-SMC-CEP-4209,01:10:29.04,-73:55:19.9,16.387,17.006,1.7411104
OGLE-SMC-CEP-4211,01:10:30.85,-72:54:38.8,15.673,16.37,2.9875106
OGLE-SMC-CEP-4212,01:10:32.48,-71:26:36.6,15.769,16.378,2.7690752
OGLE-SMC-CEP-4213,01:10:33.00,-71:57:34.2,15.595999999999998,16.199,2.8798098
OGLE-SMC-CEP-4216,01:10:34.61,-72:39:53.4,16.069000000000003,16.706,1.9975647
OGLE-SMC-CEP-4217,01:10:35.87,-72:55:56.3,16.549,17.238,2.0412508000000003
OGLE-SMC-CEP-4218,01:10:36.21,-72:55:13.7,16.297,16.795,2.0346043000000003
OGLE-SMC-CEP-4219,01:10:38.74,-72:54:05.5,15.200999999999999,16.127,4.8445467
OGLE-SMC-CEP-4220,01:10:39.03,-72:48:09.9,15.489,16.27,3.9880119
